conversationId	utteranceNum	wizard utterance	user utterance	entity	sentiment
CCPE-c7f0b	15.0	What do you dislike about this movie?	I don't like The Avengers. I don't like all the fighting and violence that's in it.	Marvel's The Avengers	-2.0
CCPE-c7f0b	17.0	Have you seen Crazy Rich Asians	No, but we are going to watch it this weekend, and I am so excited.	Crazy Rich Asians	
CCPE-c7f0b	19.0	What interests you about this movie?	I love the actress that's on Fresh Off the Boat, the one that play Jessica who's in this movie. I don't know what her character's name in the movie is, but I think she's just so adorable.	fresh off the boat	2.0
CCPE-c841f	5.0	could u name a specific movie that fits that category, and tell me why you like this kind of movie	I really like 12 Years a Slave.	12 Years a Slave	3.0
CCPE-c841f	11.0		First Man, I think it was slow, and just I mean, I know it was realistic, but it just was still slow in dramaticness, that I didn't care about	First Man	-3.0
CCPE-c841f	15.0	got it. thanks. and have you ever heard of the movie coco	Yeah, I liked it. Loved it.	Coco	3.0
CCPE-c860a	5.0	nice. can you name a movie that you really liked?	Mr. & Mrs. Smith is one of my favorite action films. It's a It's Brad Pitt and Angelina Jolie and so great cast and this particular action film great cast, great action, great writing with sexual aroma that's paired into it which I really love and it has a lot of great back and forth a really great script which does not always	Mr. & Mrs. Smith	3.0
CCPE-c860a	19.0	i see. have you seen The Favourite?	No, I have not.	The Favourite	
CCPE-c860a	22.0	how about la la land?	Yes.	La La Land	
CCPE-c92b6	3.0	Can you name a particular movie you like?	Superman II probably my favorite.	Superman II	3.0
CCPE-c92b6	7.0	Can you name a particular movie you dislike?	Well, 101 Dalmatians.	101 Dalmatians	-2.0
CCPE-c92b6	11.0	Do you like the movie 2001 A Space Odyssey?	Haven't seen it.	2001: A Space Odyssey	
CCPE-c92b6	13.0	Do you like the movie A Simple Favor?	Haven't seen that, either.	A Simple Favor	
CCPE-c92b6	15.0	Do you like the movie The Unknown Soldier?	Haven't seen that one.	The Unknown Soldier	
CCPE-c92b6	17.0	Do you like the movie Ant Man?	Yes.	Ant-Man	2.0
CCPE-c92b6	21.0	Do you like the movie Leon: The Professional?	Haven't seen it.	Leon: The Professional	
CCPE-c92b6	23.0	Do you like the movie Back to the Future?	Yes.	Back to the Future	2.0
CCPE-c92e6	4.0	Do you like movies like Good Will hunting?	It's a good movie.	Good Will Hunting	2.0
CCPE-c92e6	8.0		Love the Jason Bourne movies. Marry good action, good acting and a good script by the way. It's a message on myself.	jason bourne	3.0
CCPE-c92e6	12.0	Did you like the Matrix movies?	I did watch The Matrix movies from the beginning to the end, good movies. I don't think I'd watch them again but they were good SciFi movies.	The Matrix	2.0
CCPE-c92f5	3.0	can u name a comedy movie that u thoroughly enjoyed?	I don't I'm sure you've heard of it. Office Space.	Office Space	3.0
CCPE-c92f5	9.0	thanks for sharing. and is there a comedy movie u can name that u didn't enjoy as much?	Yeah, I watched Nacho Libre. It's a movie with Jack Black. His movies usually are pretty funny, but it was just not funny. Didn't make me laugh. And I guess because it was about wrestling, it didn't catch my interest.	Nacho Libre	-2.0
CCPE-c92f5	11.0	got it, this is a bit of a tangent, but have u seen creed one or two?	I have not.	Creed	
CCPE-c92f5	13.0	how about wonder woman	Yes, I've seen Wonder Woman.	Wonder Woman	
CCPE-c9509	7.0	It doesn't have to be an all time favorite, just one that you can watch over and over.	Truman Show	The Truman Show	3.0
CCPE-c9509	9.0	Perfect! And can you tell me what you liked about those types of movies?	The Truman Show made me think of a reality that was probable but different.	The Truman Show	3.0
CCPE-c9509	11.0	Perfect, now that I know what movie you like, can you name one you don't like? What would be last on your list?	Superman	superman	-2.0
CCPE-c9509	15.0	Thanks for that. By any chance, have you seen the movie Thor? Did you feel the same way?	I haven't seen it.	Thor	
CCPE-c9509	17.0	Oh okay. How about Wonder Woman?	I haven't seen it either.	Wonder Woman	
CCPE-c9509	19.0	How about The Matrix?	Yes, I've seen it.	The Matrix	
CCPE-c9509	25.0	Okay. Did you see Hunger Games?	No.	The Hunger Games	
CCPE-c9509	27.0	What about Jason Bourne?	Yeah, I saw it so many times on a bus.	Jason Bourne	
CCPE-c9599	6.0	What's one of your favorite movies?	One of my favorite movies is The Waterboy.	The Waterboy	3.0
CCPE-c9599	13.0	What type of movies do you not like?	A movie that I don't like is a movie that I watched many years ago. It's called Project X, because there was no storyline. It just showed pictures It just showed images It showed images of of breast, boobs, ass, didn't really have a developing storyline, so I didn't really like it. I wouldn't I wouldn't go and see it again.	Project X	-3.0
CCPE-c9599	20.0	Do you like movies like The Hunger Games?	Yeah, I like those adventurous type of movies. Yeah, I like the weapons that they use, different characters. So, yeah, I like it.	The Hunger Games	3.0
CCPE-c9778	5.0	is there a romantic comedy movie that you like?	Yeah. One of my favorites is called The Holiday.	The Holiday	3.0
CCPE-c9778	7.0	Why is The Holiday your favorite?	It has a really really good cast, and it is The writing is great. It's very endearing movie. Actually, surprisingly endearing, and multiple times, and it's just refreshing. It's really easy to watch. I I I watch it every year.	The Holiday	3.0
CCPE-c9778	9.0	Well, is there a movies you do not like?	Yes. The Ugly Truth, that's a romantic comedy I don't like.	The Ugly Truth	-2.0
CCPE-c9778	14.0	Interesting, have you seen the movie Bohemian Rhapsody?	No, that just came out, but I know what it is.	Bohemian Rhapsody	
CCPE-c9778	18.0	Ok, have you seen the movie Bridesmaids?	Absolutely. Yes.	Bridesmaids	
CCPE-ca0a2	5.0	great, can you tell me about a movie you really like?	Forrest Gump	Forrest Gump	2.0
CCPE-ca0a2	7.0	what about forrest gump do you like?	He's just a good guy, and he just keeps on going.	Forrest Gump	2.0
CCPE-ca0a2	11.0	ok, can you tell me about a movie you don't like?	Yeah. I didn't like Days of Thunder.	Days of Thunder	-2.0
CCPE-ca0a2	15.0	ok, have you heard about about the movie guardians of the galaxy volume 2?	Kind of, I'm not interested. I don't like spaceship movies.	Guardians of the Galaxy Vol. 2	-2.0
CCPE-caab5	6.0	Can you tell me a movie you did not like?	Yeah, I watched about the first 5 minutes of the Ali G movie. I don't remember the title of it, but it was just absolutely terrible, gut wrenching, just absolutely awful, absolutely awful. I'm not I don't want to watch something if it's that bad, you know. I watched the first 10 minutes. I thought, this is not going to be good, so I just sort of left it at that, even though I love the TV show. It was kind of weird, because I thought it would be a lot better than what it was.	Ali G Indahouse	-3.0
CCPE-caab5	10.0	How do you feel about the matrix?	I have not seen The Matrix, but I like the I've heard about it so much, but like I've never actually seen it myself. But I hear about like the pills, and like I hear references to it, but I've never actually seen it on TV.	The Matrix	1.0
CCPE-caab5	12.0	Oh. What about Wonder woman?	Wonder Woman, I've never seen, either. But I've heard the TV show is pretty good for the Wonder Woman.	Wonder Woman	
CCPE-caab5	14.0	What about The god father?	I have seen The Godfather, and that is a good piece of cinematic work. That is really really good. I really enjoyed it.	The Godfather	3.0
CCPE-caf3c	3.0	Okay, can you tell me one of your favorite movies	My favorite movie is Moonrise Kingdom.	Moonrise Kingdom	3.0
CCPE-caf3c	9.0	Now can you give me a movie you didn't like?	A movie I didn't like. I guess recently I would say Pacific Rim.	Pacific Rim	-2.0
CCPE-caf3c	14.0	Did you like Ready Player One?	I didn't see that.	Ready Player One	
CCPE-caf3c	16.0	Okay, so what about The Incredibles?	The new one, I enjoyed a lot. I'm a big Disney fan and I enjoyed the movie when I saw it.	The Incredibles	3.0
CCPE-caf3c	20.0	Alright, did you like A Star Is Born?	I didn't see that.	A Star is Born	
CCPE-caf3c	22.0	okay, how about Harry Potter and the Goblet of Fire	That's an old one I haven't seen in a while, but I liked it when I saw it.	Harry Potter and the Goblet of Fire	2.0
CCPE-caf3c	27.0	did you like Papillon?	I didn't see it.	Papillon	
CCPE-caf3c	29.0	ok, how about Predator?	I didn't see that, either.	Predator	
CCPE-caf3c	31.0	Iron Man?	I saw that. I enjoyed it. I think it was a really good start to the Marvel Cinematic Universe.	Iron Man	2.0
CCPE-cb904	3.0	Sci fi, awesome. Is there a movie you can name that you really liked?	I really enjoyed watching Blade Runner 2049 in theaters.	Blade Runner 2049	3.0
CCPE-cb904	7.0	Perfect, now that I know what movie you like, can you name one you don't like? What would be last on your list?	I wasn't a very big fan of Sharknado for the most part.	Sharknado	-2.0
CCPE-cb904	11.0	You said you liked sci fi, have you seen Aliens?	Yes, I've seen Aliens.	Aliens	
CCPE-cb904	16.0	What about the matrix? Another sci fi classic.	Absolutely. Matrix is a fantastic movie and absolutely a classic.	The Matrix	3.0
CCPE-cb913	3.0	can u tell me a movie that fits that category, and tell me why u really liked it	Yeah. The first Spider-Man movie, I thought it was a great movie. And it really got me hooked on superhero movies, because I thought the story line was pretty good. The actions, the scenes, the direction. Everything is perfect on that, and I think I've watched it like 20 times.	Spider-Man	3.0
CCPE-cb913	5.0	thanks for sharing. could u now tell me about a movie that fits that category that you didn't like as much, and reasons why u didn't like it.	Or, there is a a a a movie The Notebook which everybody really praises, and I found it boring and uninteresting. It just I almost fell asleep, it just wasn't for me.	The Notebook	-3.0
CCPE-cb913	9.0	got it. thanks for sharing. have u seen batman vs. superman	No, I actually heard really bad things about it and I don't want to see it.	Batman v Superman: Dawn of Justice	-2.0
CCPE-cb913	11.0	have u seen Avengers: Age of Ultron	Yes.	Avengers: Age of Ultron	
CCPE-cbcb4	5.0	cool, what is your favorite movie?	I really love Transporter.	The Transporter	3.0
CCPE-cbcb4	9.0	Interesting, is there a movie you do not like?	I really don't like Need for Speed. Didn't really make sense to me.	Need For Speed	-2.0
CCPE-cbcb4	13.0	Ok, then have you seen the movie Dunkirk	I have.	Dunkirk	
CCPE-cbcb4	15.0	What is it about this kinds of movies that you like or dislike?	Dunkirk was a masterpiece	Dunkirk	3.0
CCPE-cc3dc	3.0	Perfect! Now, what would be one of your favorite movies?	I recently watched a movie called Sorry to Bother You, and I really enjoyed it.	Sorry to Bother You	3.0
CCPE-cc3dc	7.0	Ok thanks. How about a movie you really didn't like?	A movie recently that I haven't didn't didn't like was Ant-Man and the Wasp. It wasn't the greatest movie.	Ant-Man and the Wasp	-2.0
CCPE-cc3dc	11.0	How about the movie Mamma Mia what do you think about that one?	I've never watched it, but I don't typically watch musicals, so I don't think I would like it that much.	Mamma Mia!	-1.0
CCPE-cc3dc	15.0	How about Crazy Rich Asians?	I haven't watched that movie but I think that I would enjoy it a lot and I look forward to watching in the future.	Crazy Rich Asians	3.0
CCPE-ccfe2	5.0	Is there a specific movie you enjoy from this genre?	I watched Apollo 13 recently, and that's a really good movie.	Apollo 13	3.0
CCPE-ccfe2	13.0	Is there a specific movie that you heavily dislike?	The movie I didn't like Available. I saw that recently, I didn't like that movie.	Available	-2.0
CCPE-ccfe2	18.0	How about the Incredibles 2	Nope, haven't seen that.	Incredibles 2	
CCPE-cde9e	3.0	Is there a particular film you enjoy?	Yes, I really enjoyed Interstellar.	Interstellar	3.0
CCPE-cde9e	7.0	Is there a particular movie you don't enjoy?	Yeah, I'm not a big fun of 2001 Space Odyssey.	2001: A Space Odyssey	-2.0
CCPE-cde9e	11.0	Have you heard about the movie Inception?	Yes, I have.	Inception	
CCPE-cde9e	13.0	Have you already seen Inception?	Yes, I have.	Inception	
CCPE-d0d4a	3.0	Can you name a particular movie that you like?	There's one that came out a few years ago called It Follows that I liked a lot.	It Follows	3.0
CCPE-d0d4a	7.0	Can you name a movie that you do not like?	I don't like the movie Grease.	Grease	-2.0
CCPE-d0d4a	11.0	Do you like the movie Rampage?	I've never seen the movie Rampage.	Rampage	
CCPE-d0d4a	15.0	Do you like the movie Hereditary?	I do like the movie Hereditary.	Hereditary	2.0
CCPE-d0d4a	19.0	Do you like the movie The Shape of Water?	No, I don't like that movie.	The Shape of Water	-2.0
CCPE-d0d4a	23.0	Do you like the movie The Wolf of Wall Street?	I kind of like that movie.	The Wolf of Wall Street	1.0
CCPE-d0d4a	27.0	Do you like the movie V?	I've never seen that.	V	
CCPE-d0d4a	29.0	Do you like the movie Logan?	No, I don't like that movie.	Logan	-2.0
CCPE-d1234	5.0	what is one of your top horror movies?	One that I saw recently it was called The Witch. It's It was pretty interesting. I I hadn't seen a horror movie done like that before.	The Witch	3.0
CCPE-d1234	9.0	Can you name me a movie you didn't like?	A movie I didn't like, I did not like the movie Armageddon.	Armageddon	-2.0
CCPE-d1234	13.0	have you watch the movie Justice League?	I can't remember, I usually see most of those superhero movies. I I honestly don't think I can remember if I saw that one. I thought I did, I don't know I don't know.	Justice League	
CCPE-d1234	15.0	what about the movie ender's game?	I did see Ender's Game, and I also read the book, and I thought the movie did a good job with the subject. So I thought it was pretty close to how the how the book went.	Ender's Game	3.0
CCPE-d1a3a	3.0	Can you name a particular movie that you like?	A Star Is Born	A Star is Born	2.0
CCPE-d1a3a	7.0	Can you name a movie that you do not like?	I don't like Fast and the Furious.	The Fast and the Furious	-2.0
CCPE-d1a3a	11.0	Do you like the movie The Christmas Chronicles?	No.	The Christmas Chronicles	-2.0
CCPE-d1a3a	15.0	Do you like the movie Hart Beat?	No.	hart beat	-2.0
CCPE-d1a3a	19.0	Do you like the movie The Grinch?	Sure.	The Grinch	2.0
CCPE-d1f1b	6.0	Have you seen The Shape of Water?	No, I haven't.	The Shape of Water	
CCPE-d1f1b	14.0		Captain Underpants	Captain Underpants: The First Epic Movie (Captain Underpants)	
CCPE-d1f1b	18.0	Have you seen The Incredibles?	Yes, but not the second one. I really liked The Incredibles. That's like one of the few animated movies that I've liked.	The Incredibles	3.0
CCPE-d1f1b	22.0	Have you seen Ant Man?	No, I haven't.	Ant-Man	
CCPE-d2066	1.0	Hello, can you please name one of your favourite movie?	Saving Private Ryan	Saving Private Ryan	3.0
CCPE-d2066	6.0	Ok. now. Could you tell the name of a movie that you dislike?	There's a movie by I can't remember his name now. It's called Spartan.	Spartan	-2.0
CCPE-d2066	10.0	Have you watched the movie The Hunger Games?	Seen the first one and I think the second one. And they're all right. They're not	The Hunger Games	1.0
CCPE-d2066	13.0	Anything about this kind of movie that you dislike?	about Hunger Games	The Hunger Games	
CCPE-d2066	17.0	ok. now. Have you watched the movie Dunkirk?	Yes.	Dunkirk	
CCPE-d27df	5.0	Ok thanks. How about a movie you really didn't like?	A movie I really didn't like from Japan? I can't really think of anything. Not really from Japan, but I thought the Godzilla movie could have been a little better.	Godzilla	-1.0
CCPE-d27df	9.0	So would you enjoy a movie like Wonder Woman?	Oh, yeah. Definitely.	Wonder Woman	3.0
CCPE-d27df	11.0	And again, it'd be great to hear why you enjoy that type of movie	I like Wonder Woman because I like to see female superheroes. You don't see enough of those, I think. And I've always liked Wonder Woman, watched the TV show when I was a kid, so there's the nostalgia factor.	Wonder Woman	3.0
CCPE-d27df	13.0	Great. Let's chat about one more movie. How about Red Sparrow?	Okay. Red Sparrow, yeah. I love Jennifer Lawrence, and I think she saved that movie from being a total dud, but again, the script, the writing, and even the directing just is kind of shallow. But Jennifer Lawrence was awesome.	Red Sparrow	0.0
CCPE-d2cc0	6.0	Great. Now, what's one of your favorite movies?	Army of Darkness	Army of Darkness	3.0
CCPE-d2cc0	19.0	Fair enough. Can you tell me a movie you've seen and didn't like?	A movie that I've and didn't like. Give me a minute. I think You know, one I saw recently that I wasn't too fond of was Hold the Dark.	Hold the Dark	-2.0
CCPE-d2cc0	27.0	Have you seen the new movie Venom?	I haven't seen Venom yet, but I want to I want to watch it. I'm a really big fan of Spider-Man comics.	Venom	1.0
CCPE-d2cc0	30.0	I think you'd enjoy it. What about Ant-Man?	Ant-Man I did see Ant-Man. I thought it was okay. I thought it could have been better though. I like Paul Rudd, but yeah, that one that one wasn't wasn't the best. It wasn't bad though. I thought it was I thought it was just okay.	Ant-Man	1.0
CCPE-d2cc0	34.0	I see. Have you seen any of the Jason Bourne movies?	I have seen quite a few of them, I believe. Maybe all of them. I don't I'm not sure. I can't remember if I've seen them all, but I've seen most of them, at least.	jason bourne	
CCPE-d3be1	5.0	Is there an action movie that you like?	Yes. I like the Harry Potter movies.	harry potter	2.0
CCPE-d3be1	14.0	Well, have you seen Pirates of the Caribbean: At World's End	No, I have not.	Pirates of the Caribbean: At Worlds End	
CCPE-d3be1	16.0	Then, have you seen Justice League	I have not.	Justice League	
CCPE-d3be1	20.0	Have you seen Toy Story?	Yeah, I've seen it.	Toy Story	
CCPE-d3c3b	1.0	Now, what would be one of your favorite movies?	Rush Hour 3	Rush Hour 3	3.0
CCPE-d3c3b	5.0	Ok thanks. How about a movie you really didn't like?	Funny People	Funny People	-2.0
CCPE-d3c3b	9.0	So would you enjoy a movie like Teenage Mutant Ninja Turtles?	Yes.	Teenage Mutant Ninja Turtles	2.0
CCPE-d3c3b	21.0	How about Pirates of the Caribbean: Dead Men Tell No Tales	Yes.	Pirates of the Caribbean: Dead Men Tell No Tales	
CCPE-d45c6	5.0	Can you name a particular romantic comedy that you like?	Sure, like The Holiday is one of my absolute favorites.	The Holiday	3.0
CCPE-d45c6	11.0		Thou Be True, it's terrible.	thou be true	-3.0
CCPE-d45c6	20.0	Do you like the movie Black Klansman?	Oh, I haven't seen that yet, but that's That's got to be a good one.	BlacKkKlansman	1.0
CCPE-d45c6	22.0	Do you like the movie Spotlight?	I mean it's an excellent film, it's not something that I would re-watch again but it's an important film and really well done.	Spotlight	2.0
CCPE-d45c6	28.0		I haven't see it, but I But that kind of movie is okay. I have seen the original Jurassic Park and Jurassic Park 2. And i do like the general feel of them, but those can tend to be a bit scary too, so I'm not sure if Jurassic World would be good for me, but I would see it.	Jurassic Park	1.0
CCPE-d45c6	28.0		I haven't see it, but I But that kind of movie is okay. I have seen the original Jurassic Park and Jurassic Park 2. And i do like the general feel of them, but those can tend to be a bit scary too, so I'm not sure if Jurassic World would be good for me, but I would see it.	Jurassic World	
CCPE-d45c6	28.0		I haven't see it, but I But that kind of movie is okay. I have seen the original Jurassic Park and Jurassic Park 2. And i do like the general feel of them, but those can tend to be a bit scary too, so I'm not sure if Jurassic World would be good for me, but I would see it.	Lost World - Jurassic Park	1.0
CCPE-d45c6	30.0	Last question: can you give a couple of reasons why you like this movie?	I like action movies, and it's basically an action movie, so it has that sort of aspect of being exciting and kind of edge of your seat and you know, keeping you going from start to finish, so that's good. And then I do like the cast that they have in Jurassic World. I think they sort of I think they nailed it for sort of that sort of summer block	Jurassic World	2.0
CCPE-d45c6	31.0		so that's always great, and all of the Jurassic Park movies have fantastic visual effects, so it's a big budget movie. But it's big budget for a reason, they really get the feel of the dinosaurs and everything is so much more realistic than you'd think. And it really helps to carry off what they're going for in a movie.	jurassic park movies	2.0
CCPE-d4747	9.0		Well, the first one that comes in mind oddly is not science fiction, but the movie Seven mainly because of how well paced it is I think. Yeah, and indie.	Seven (Se7en)	1.0
CCPE-d4747	11.0	Interesting, is there a movie you did not like?	Well, recently the new Jurassic World movie, Fallen Kingdom I think is the sequel. I didn't I didn't really like the first Jurassic World but I I just don't understand why they're as popular as they are when none of the Jurassic Parks except for the first one has been really very good	Jurassic World: Fallen Kingdom	-2.0
CCPE-d4747	11.0	Interesting, is there a movie you did not like?	Well, recently the new Jurassic World movie, Fallen Kingdom I think is the sequel. I didn't I didn't really like the first Jurassic World but I I just don't understand why they're as popular as they are when none of the Jurassic Parks except for the first one has been really very good	jurassic parks	-2.0
CCPE-d4747	14.0	Ok, then have you seen the movie Logan	Yes, and I very much enjoyed it.	Logan	3.0
CCPE-d4747	16.0	What is it about this kinds of movies that you like or dislike?	About movies like Logan?	Logan	
CCPE-d49c5	6.0	great, can you name a specific film you really enjoyed?	Specific film I really enjoyed recently was Spider-Man: Into the Spider-Verse.	Spider-Man: Into the Spider-Verse	3.0
CCPE-d49c5	13.0	ok, can you name a specific film you didn't like?	I did not like I don't like any of the Chucky movies at all.	chucky movies	-3.0
CCPE-d49c5	15.0	got it, can you tell me have you seen iron man 3?	Yes, I have seen Iron Man 3 and I enjoyed a lot cuz Iron Man is my favorite Marvel hero in in the universe.	Iron Man 3	3.0
CCPE-d632e	4.0		The King of Kong, The Fistful of Quarters, that was a pretty good movie.	The King of Kong: A Fistful of Quarters	3.0
CCPE-d632e	10.0	thanks for sharing. can u give the name of a movie that u didn't like that fits the categories u mentioned?	I didn't care too much for The Wizard of Oz. Just because it	The Wizard of Oz	-2.0
CCPE-d63e0	5.0	okay, do you have a movie or multiple, you like rewatching?	Yeah, I have a few. I like re-watching Back to the Future and the original Ghostbusters and the original Spider-Man.	Back to the Future	2.0
CCPE-d63e0	5.0	okay, do you have a movie or multiple, you like rewatching?	Yeah, I have a few. I like re-watching Back to the Future and the original Ghostbusters and the original Spider-Man.	Ghostbusters (1984 original)	2.0
CCPE-d63e0	5.0	okay, do you have a movie or multiple, you like rewatching?	Yeah, I have a few. I like re-watching Back to the Future and the original Ghostbusters and the original Spider-Man.	Spider-Man	2.0
CCPE-d63e0	15.0	or not care to watch in the first place?	Well, talking about action movies and superheroes, I really really dislike the Catwoman movie.	Catwoman	-3.0
CCPE-d64b2	3.0	What was the last movie you really enjoyed?	The last movie that I really enjoyed was Star Wars: The Last Jedi.	Star Wars: The Last Jedi	3.0
CCPE-d64b2	7.0	What is a movie that you recently watched that you disliked?	See, I recently watched Crazy Rich Asians and I was not a big fan.	Crazy Rich Asians	-2.0
CCPE-d64b2	11.0	Have you seen Black Klansman?	No.	BlacKkKlansman	
CCPE-d64b2	13.0	How do you feel about the movie Aliens?	I don't know very much about the movie. The topic sounds interesting.	Aliens	1.0
CCPE-d64b2	15.0	Did you like the movie Wonder Woman?	Yes.	Wonder Woman	2.0
CCPE-d6a63	5.0	What is one of your favorite movies?	One of my favorite movies is 1408 by Stephen King. Well, based on a Stephen King book.	1408	3.0
CCPE-d6a63	14.0	have you seen the movie pan's labyrinth?	No.	Pan's labyrinth	
CCPE-d6a63	16.0	how about the sixth sense?	Yes.	The Sixth Sense	
CCPE-d6a63	20.0	okay. what about the movie the babadook?	No. I have not seen that.	The Babadook	
CCPE-d7726	2.0		movies, I don't know, I just never took an interest in like, you know, The Lord of the Rings and Harry Potter, and they're okay but they are not my favorites.	harry potter	1.0
CCPE-d7726	2.0		movies, I don't know, I just never took an interest in like, you know, The Lord of the Rings and Harry Potter, and they're okay but they are not my favorites.	the lord of the rings	1.0
CCPE-d7726	4.0	Nice, why do you like sci-fi?	I like It's interesting, usually good graphics, good story line. You know, you got stuff like alien movies, and you've got dinosaur movies. You've got Neverending Story and Edward Scissorhands almost, and it's pretty cool, and they're usually good movies to watch, and they they draw you into them.	Edward Scissorhands	2.0
CCPE-d7726	4.0	Nice, why do you like sci-fi?	I like It's interesting, usually good graphics, good story line. You know, you got stuff like alien movies, and you've got dinosaur movies. You've got Neverending Story and Edward Scissorhands almost, and it's pretty cool, and they're usually good movies to watch, and they they draw you into them.	The Neverending Story	2.0
CCPE-d7726	6.0	Is there a particular movie that you like?	I like some old movies like The Return to Oz. I like Edward Scissorhands. I like Neverending Story, and that's pretty much it for that genre.	Edward Scissorhands	2.0
CCPE-d7726	6.0	Is there a particular movie that you like?	I like some old movies like The Return to Oz. I like Edward Scissorhands. I like Neverending Story, and that's pretty much it for that genre.	Return to Oz	2.0
CCPE-d7726	6.0	Is there a particular movie that you like?	I like some old movies like The Return to Oz. I like Edward Scissorhands. I like Neverending Story, and that's pretty much it for that genre.	The Neverending Story	2.0
CCPE-d7726	8.0		It's It's a little bit more scary than The Wizard of Oz. It's unique, and it's different, and and it used to kind of creep me out when I when I was a kid, but I still enjoy it.	The Wizard of Oz	
CCPE-d7726	10.0	alright, how about a movie you did not like?	I guess I didn't really care for the Lord of the Rings that much. I think it was It was too much of a hype into it. It was It was good, but it wasn't my favorite, but a lot of people liked it. I just wasn't into that kind of stuff. It's not my type of movie?	lord of the rings	0.0
CCPE-d7726	12.0	Well, have you seen Forrest Gump?	Oh yes, I have.	Forrest Gump	
CCPE-d778d	6.0	very nice! is there any particular movie that you've liked a lot?	Howl's Moving Castle is one of my favorite movies.	Howl's Moving Castle	3.0
CCPE-d778d	10.0	cool. how about movies that you don't like? can you describe them for me?	I don't like historical movies. And I don't like movies that contain men in skirts, like 300 and Pompeii. I always fall asleep in that kind of movies.	300	-2.0
CCPE-d778d	10.0	cool. how about movies that you don't like? can you describe them for me?	I don't like historical movies. And I don't like movies that contain men in skirts, like 300 and Pompeii. I always fall asleep in that kind of movies.	Pompeii	-2.0
CCPE-d778d	14.0	can you name a movie that you didn't like at all?	300, I didn't like that movie.	300	
CCPE-d778d	19.0	have you seen twilight?	Yes. I don't like that movie. I didn't like the book. And I don't like the movie. It was really boring and I fell asleep like half of the movie.	Twilight	-2.0
CCPE-d86c2	1.0	What type of movies do you like?	I like like Constantine, and I like a lot of Disney movies, too.	Constantine	2.0
CCPE-d86c2	4.0		I think one of my favorite movies was Moana. It was It was really good.	Moana	3.0
CCPE-d86c2	6.0	what did you like about moana?	It was just really nice to watch it. I thought it was a really good movie.	Moana	3.0
CCPE-d86c2	9.0		The Incredibles 2 wasn't really that good.	Incredibles 2	-2.0
CCPE-d86c2	15.0	have you heard of the movie Maze Runner?	No, I haven't. I've heard of it, but I've never seen it.	The Maze Runner	
CCPE-d86c2	17.0	what about The Dark Knight?	Oh, The Dark Knight. I've watched it a long time ago but I think it was a pretty good movie.	The Dark Knight	3.0
CCPE-d86c2	19.0	can you remember what you liked about it?	I think it was the setting, like I really like Batman, so you know, Batman's just really cool. So I thought it was a pretty interesting movie.	Batman Begins	3.0
CCPE-d8856	3.0	Can you name a particular movie that you like?	Like True Lies	True Lies	2.0
CCPE-d8856	7.0	Can you name a movie that you do not like?	Nightmare on Elm Street	A Nightmare on Elm Street	-2.0
CCPE-d8856	14.0	Do you like the movie Solo: A Star Wars Story?	Haven't seen it.	Solo: A Star Wars Story	
CCPE-d8856	16.0	Do you like the movie Black Panther?	Haven't seen that one, either.	Black Panther	
CCPE-d8856	26.0	Do you like the movie Avengers: Infinity War?	Yes.	Avengers: Infinity War	2.0
CCPE-d9854	6.0	Can you name a particular movie that you like?	Yes. I can name a a like 21 Jump Street, the most recent one, the was put out.	21 Jump Street	2.0
CCPE-d9854	12.0	Can you name a movie that you do not like?	Yes, I do not like the movie The Hills Have Eyes.	The Hills Have Eyes	2.0
CCPE-d9854	16.0	Do you like the movie Crazy Rich Asians?	I haven't seen it.	Crazy Rich Asians	
CCPE-d9854	18.0	How about Hunger Games?	I do like that movie.	The Hunger Games	2.0
CCPE-d9854	20.0	What 2 things do you like about Hunger Games?	I like the fact that it just shows you what people are willing to go through	The Hunger Games	2.0
CCPE-d9854	23.0	Do you like the movie The Godfather?	Yes, I do.	The Godfather	2.0
CCPE-d9e38	1.0	Do you like movies like Thor?	Not really, I don't like comic book movies that much.	Thor	-1.0
CCPE-d9e38	5.0	Do you like movies like The Hunger Games?	Yeah, they're all right.	The Hunger Games	1.0
CCPE-d9e38	7.0	Do you like movies like Star Wars?	Yeah, I really like Star Wars, or sci-fi in general.	star wars	3.0
CCPE-d9e38	11.0	do you like the movie transformers then?	No, I've never seen Transformers. I didn't grow up with the cartoon as a kid, so I didn't want to see the movie.	Transformers	-1.0
CCPE-da146	4.0	What was the last movie that you watched that you enjoyed?	One of last movies I watched that I enjoyed was Black Panther.	Black Panther	2.0
CCPE-da146	8.0	What about a movie that you didn't enjoy?	I did not enjoy the movie Cars from Disney.	Cars	-2.0
CCPE-da146	12.0	Have you seen Mad Max: Fury Road?	I have not seen that movie.	Mad Max: Fury Road	
CCPE-da146	14.0	Have you seen The Predator	No, that movie does not sound familiar.	Predator	
CCPE-da146	16.0	Have you see The Shape of Water?	Yes, I have seen that movie.	The Shape of Water	
CCPE-da270	1.0	What kind of movies to you like, and why do you like this type of movie?	Type of movies I like, I like How can I describe it? Like Like the Marvel movies, like like like Avengers and stuff like that.	Marvel's The Avengers	2.0
CCPE-da270	3.0	Can you name a particular movie that you like?	I think Thor was a really good movie.	Thor	2.0
CCPE-da270	7.0	Can you name a movie that you do not like?	I think Venom was pretty bad. I think Venom was quite bad.	Venom	-2.0
